SCHOOL_YEAR_ID,TEST_PERIOD,IDOE_CORPORATION_ID,CORPORATION_NAME,IDOE_SCHOOL_ID,SCHOOL_NAME,GRADE_CODE,Tested,Proficient,Proficient %,subject,CORP,NAME,COUNTY_NAME,treated
2011,Spring ISTEP+,4710,School City of Hammond,4447,Columbia Elementary School,04,70,37,0.52857142857,Math,4710,Columbia Elementary School,Lake,NA
2011,Spring ISTEP+,4710,School City of Hammond,4447,Columbia Elementary School,03,47,29,0.61702127659,Math,4710,Columbia Elementary School,Lake,NA
2011,Spring ISTEP+,4710,School City of Hammond,4449,Thomas A Edison Elementary School,04,116,71,0.61206896551,Math,4710,Thomas A Edison Elem Sch,Lake,NA
2011,Spring ISTEP+,4710,School City of Hammond,4449,Thomas A Edison Elementary School,05,120,96,0.8,Math,4710,Thomas A Edison Elem Sch,Lake,NA
2011,Spring ISTEP+,4710,School City of Hammond,4449,Thomas A Edison Elementary School,03,106,76,0.71698113207,Math,4710,Thomas A Edison Elem Sch,Lake,NA
2011,Spring ISTEP+,4710,School City of Hammond,4451,Benjamin Franklin Elementary Sch,05,45,27,0.6,Math,4710,Benjamin Franklin Elem Sch,Lake,NA
2011,Spring ISTEP+,4710,School City of Hammond,4451,Benjamin Franklin Elementary Sch,03,58,38,0.65517241379,Math,4710,Benjamin Franklin Elem Sch,Lake,NA
2011,Spring ISTEP+,4710,School City of Hammond,4451,Benjamin Franklin Elementary Sch,04,76,47,0.61842105263,Math,4710,Benjamin Franklin Elem Sch,Lake,NA
2011,Spring ISTEP+,4710,School City of Hammond,4453,Warren G Harding Elementary School,04,93,54,0.58064516129,Math,4710,Warren G Harding Elem Sch,Lake,NA
2011,Spring ISTEP+,4710,School City of Hammond,4453,Warren G Harding Elementary School,05,89,72,0.8089887640399999,Math,4710,Warren G Harding Elem Sch,Lake,NA
2011,Spring ISTEP+,4710,School City of Hammond,4453,Warren G Harding Elementary School,03,109,63,0.57798165137,Math,4710,Warren G Harding Elem Sch,Lake,NA
2011,Spring ISTEP+,4710,School City of Hammond,4455,Washington Irving Elementary Sch,05,81,50,0.61728395061,Math,4710,Washington Irving Elem Sch,Lake,NA
2011,Spring ISTEP+,4710,School City of Hammond,4455,Washington Irving Elementary Sch,03,83,55,0.6626506024,Math,4710,Washington Irving Elem Sch,Lake,NA
