fips_county,county_name.x,NAME,year,ENROLL,TOTALREV,TFEDREV,FEDRCOMP,FEDRHAND,FEDRNUTR,FEDROTHR,TSTREV,STRFORM,STRHAND,STRTRANS,STROTHR,TLOCREV,LOCRTAX,LOCRPROP,LOCRPAR,LOCRCICO,LOCROSCH,LOCRCHAR,LOCROTHR,TOTALEXP,TCURSPND,TSALWAGE,TEMPBENE,TCURINST,TCURISAL,TCURIBEN,TCURSSVC,TCURSPUP,TCURSSTA,TCURSGEN,TCURSSCH,TCURSOTH,TCURONON,TCAPOUT,TPAYOTH,TINTRST,DEBTOUT,LONGISSU,LONGRET,PCTTOTAL,PCTFTOT,PCTFCOMP,PCTSTOT,PCTSFORM,PCTLTOT,PCTLTAXP,PCTLOTHG,PCTLCHAR,PPCSTOT,PPSALWG,PPEMPBEN,PPITOTAL,PPISALWG,PPIEMBEN,PPSTOTAL,PPSPUPIL,PPSSTAFF,PPSGENAD,PPSSCHAD,FEDRSPEC,STRSPEC,CSA,CBSA,NCESID,county_name.y
089,Lake,LAKE STATION COMMUNITY SCHOOLS,2005,1476,13771,1183,205,NA,345,633,9696,8700,NA,0,968,2892,2144,2144,0,338,0,301,109,18172,11343,6728,2771,6299,4268,1775,4517,342,292,385,946,2552,527,5338,891,600,12107,1031,938,100,8.590516302374555,1.4886355384503667,70.40883015031588,63.17623992447898,21.000653547309565,15.568949241158958,2.4544332292498727,2.185752668651514,7680.8943089430895,4558.265582655827,1877.371273712737,4267.615176151761,2891.59891598916,1202.5745257452575,3060.29810298103,231.70731707317074,197.8319783197832,260.840108401084,640.9214092140921,0,28,176,16980,1802910,Lake
089,Lake,GARY COMMUNITY SCH CORP,2005,16979,228185,20069,10028,NA,3431,2632,162363,144532,NA,0,17541,45753,35057,35041,0,1000,196,1055,8445,229429,189720,107930,48449,99384,64922,29824,82820,11362,9473,1984,11887,48114,7516,38887,90,732,21915,14059,4089,100,8.795056642636457,4.394679755461577,71.15410741284484,63.33983390669851,20.050835944518703,15.363411267173566,0.5241361176238578,0.46234415057957357,11045.585723540844,6356.675893751104,2853.466046292479,5853.34825372519,3823.6645267683607,1756.5227634136286,4877.790211437658,669.1795747688321,557.9244949643678,116.85022675069203,700.1001236821957,3978,290,176,16980,1803870,Lake
089,Lake,GRIFFITH PUBLIC SCHOOLS,2005,2658,25437,357,77,NA,197,83,14277,12815,NA,0,1427,10803,9328,9328,0,390,0,861,224,24050,18258,10316,5049,10626,6939,3426,6769,558,471,508,1323,3909,863,705,3479,1608,18177,15375,806,100,1.4034673900224084,0.3027086527499312,56.126901757282695,50.37936863623855,42.46963085269489,36.670991075991665,1.5331996697723789,3.384833117112867,6859.66892400301,3881.1136192626036,1899.548532731377,3997.742663656885,2610.609480812641,1288.939051918736,2546.6516177577128,209.93227990970655,177.20090293453725,191.1211437170805,497.7426636568849,0,35,176,16980,1804170,Lake
089,Lake,HAMMOND CITY SCHOOLS,2005,13694,145147,11583,4304,NA,4159,3120,86317,72374,NA,0,10523,47247,38346,38346,0,682,503,2249,5467,134897,119843,67937,34892,70249,45102,23554,43549,6904,3456,1913,6261,25015,6045,4523,9233,1298,25793,0,4957,100,7.980185604938442,2.965269692105245,59.46867658305029,49.86255313578648,32.55113781201127,26.41873411093581,0.816413704726932,1.5494636471990464,8682.707755221265,4961.077844311377,2547.977216299109,5129.910909887542,3293.5592230173797,1720.0233678983495,3180.151891339273,504.16240689353003,252.37330217613552,139.69621732145464,457.20753614721775,0,3420,176,16980,1804320,Lake
089,Lake,HANOVER COMM SCH CORP,2005,1569,20397,343,101,NA,75,167,7687,6833,NA,0,802,12367,4654,4654,0,128,10,720,6855,26423,12279,6329,3739,7127,4354,2596,4435,436,416,329,790,2464,717,12834,473,837,9889,176,927,100,1.6816198460557925,0.49517085845957737,37.686914742364074,33.50002451340883,60.63146541158014,22.817080943275972,0.6765700838358583,3.5299308721870863,7825.366475462078,4033.779477374124,2383.046526449968,4542.383683875079,2775.0159337157424,1654.557042702358,2826.6411727214786,277.8840025493945,265.13702995538557,209.68769917144678,503.50541746335244,0,52,176,16980,1804350,Lake
089,Lake,HIGHLAND SCHOOL TOWN,2005,3436,34650,363,86,NA,160,117,15060,13061,NA,0,1945,19227,11987,11987,0,904,7,1580,4749,31560,26131,12947,9923,14713,8153,6350,9775,931,794,556,1646,5848,1643,1684,3330,415,3401,0,313,100,1.0476190476190477,0.2481962481962482,43.46320346320346,37.694083694083695,55.489177489177486,34.59451659451659,2.629148629148629,4.55988455988456,7568.102444703143,3768.0442374854483,2887.951105937136,4282.013969732247,2372.817229336438,1848.0791618160652,2844.8777648428404,270.9545983701979,231.0826542491269,161.8160651920838,479.0454016298021,0,54,176,16980,1804560,Lake
089,Lake,HOBART SCHOOLS,2005,3659,32085,719,149,NA,322,248,17954,16003,NA,0,1863,13412,11047,11047,0,610,0,1332,423,34737,26247,13942,8586,14846,9038,5594,10282,489,774,712,2270,6037,1119,2041,6235,214,786,0,356,100,2.2409225494779492,0.46439146018388655,55.95761259155368,49.87688951223313,41.801464858968366,34.43041919900265,1.9011999376655757,4.151472650771389,7172.998086908991,3810.3306914457503,2346.542771248975,4057.392730254168,2470.073790653184,1528.833014484832,2810.0573927302544,133.64307187756216,211.53320579393278,194.58868543317845,620.3880841760043,0,88,176,16980,1804590,Lake
089,Lake,RIVER FOREST COMMUNITY SCHOOL CORP,2005,1449,14436,1023,342,NA,474,207,9582,8685,NA,0,858,3831,2358,2358,0,416,1,389,667,14440,11991,6410,3592,6448,3985,2261,4878,410,391,392,953,2732,665,1102,1274,73,1191,250,153,100,7.086450540315877,2.369077306733167,66.37572734829592,60.16209476309227,26.537822111388195,16.33416458852868,2.888611803823774,2.6946522582432806,8249.82746721877,4423.740510697033,2478.951000690131,4449.965493443754,2750.1725327812283,1560.3864734299516,3366.4596273291927,282.9537612146308,269.8412698412698,270.5314009661836,657.6949620427881,0,39,176,16980,1804620,Lake
089,Lake,MUNSTER SCHOOL TOWN,2005,3999,41315,389,136,NA,144,109,16975,14537,NA,0,2307,23951,18081,18081,0,121,0,2245,3504,42469,31180,19310,7553,18891,13427,5341,11014,721,833,732,1855,6873,1275,3711,7197,381,15390,0,160,100,0.9415466537577151,0.32917826455282584,41.08677235870749,35.18576788091492,57.971680987534796,43.76376618661503,0.2928718383153818,5.4338617935374565,7789.197299324831,4828.707176794199,1888.7221805451363,4723.930982745686,3357.5893973493376,1335.5838959739935,2754.188547136784,180.2950737684421,208.30207551887972,183.04576144036008,463.8659664916229,0,131,176,16980,1807350,Lake
089,Lake,MERRILLVILLE COMMUNITY SCH CORP,2005,6763,85121,935,193,NA,560,182,27653,23267,NA,0,4282,56533,33590,33590,0,391,52,2839,19661,69939,56814,28567,21453,31272,17338,13473,22355,1319,1307,1334,3623,14772,3187,4706,7587,832,8613,866,728,100,1.098436343557994,0.2267360580820244,32.48669541006332,27.334030380282186,66.41486824637869,39.46147249209948,0.5204356151830923,3.335252170439727,8248.410468726895,4224.013011976934,3172.112967617921,4623.983439302085,2563.6551826112673,1992.1632411651633,3305.4857311843857,195.03179062546207,193.25743013455568,197.24974123909507,535.7090048794913,0,104,176,16980,1809690,Lake
089,Lake,LAKE CENTRAL SCH CORP,2005,9046,85774,3501,183,NA,359,2851,36925,31481,NA,0,5134,45348,31925,31925,0,566,8187,3455,1215,80703,63895,41647,15564,42559,30058,11444,18757,4030,863,702,2521,10641,2579,5907,10170,731,1167,62,1166,100,4.08165644600928,0.2133513652155665,43.04917574090051,36.70226408935108,52.869167813090215,37.21990346725115,10.204724042250566,4.028027141091706,7057.705063011275,4603.913331859385,1720.539464956887,4704.731372982534,3322.794605350431,1265.0895423391555,2073.513154985629,445.50077382268404,95.40128233473358,77.60336060137077,278.68671235905373,108,310,176,16980,1805450,Lake
089,Lake,TRI-CREEK SCHOOL CORPORATION,2005,3440,32383,751,137,NA,208,406,16176,14484,NA,0,1630,15456,12535,12535,0,235,187,1223,1276,41903,20820,12093,5007,11387,7721,3253,7796,553,531,581,1116,5015,1637,15056,5382,645,17474,16506,390,100,2.319118055770003,0.4230614828768181,49.95213537967452,44.72717166414477,47.72874656455548,38.708581663218354,1.3031528888614397,3.776672945681376,6043.023255813953,3515.406976744186,1455.5232558139535,3310.1744186046512,2244.4767441860463,945.6395348837209,2266.279069767442,160.75581395348837,154.36046511627907,168.8953488372093,324.4186046511628,0,62,176,16980,1811460,Lake
089,Lake,WHITING CITY SCHOOL,2005,832,10195,589,174,NA,184,65,5917,3540,NA,0,2359,3689,3295,3295,0,14,0,251,129,9779,7962,4707,2076,4299,2825,1259,3328,283,160,420,567,1898,335,614,1032,171,168,175,7,100,5.777341834232467,1.706718979892104,58.03825404610103,34.72290338401177,36.1844041196665,32.31976459048553,0.1373222167729279,2.4619911721432075,9542.067307692309,5657.451923076923,2495.1923076923076,5167.067307692308,3395.4326923076924,1513.2211538461538,4000,340.1442307692308,192.30769230769232,504.8076923076923,681.4903846153846,166,18,176,16980,1813200,Lake
089,Lake,NORTHWEST INDIANA SPEC ED COOP,2005,0,20821,6370,0,NA,0,72,499,55,NA,0,444,13952,216,216,0,0,13599,9,128,20940,20363,15202,4296,17314,13334,3768,3031,2052,167,96,113,603,18,577,0,0,0,0,0,100,30.59411171413477,0,2.3966187983286105,0.2641563805773018,67.00926948753663,1.0374141491763125,65.31386580855866,0.04322558954901302,0,0,0,0,0,0,0,0,0,0,0,6298,0,176,16980,1808320,Lake
089,Lake,LAKE RIDGE SCHOOLS,2005,2317,27491,2102,529,NA,710,863,16761,14886,NA,0,1819,8628,4730,4730,0,585,304,313,2696,32745,24504,13155,8090,14339,8453,5307,8775,737,578,414,1563,5483,1390,6389,884,968,24940,5926,338,100,7.646138736313703,1.9242661234585865,60.96904441453567,54.1486304608781,31.38481684915063,17.20563093376014,3.2337856025608382,1.1385544359972355,10495.899870522228,5677.6003452740615,3491.5839447561502,6188.605955977557,3648.252050064739,2290.4618040569703,3787.224859732413,318.0837289598619,249.4605092792404,178.6793267155805,674.5791972378075,0,56,176,16980,1805460,Lake
091,La Porte,CASS SCHOOL TOWNSHIP,2005,254,2524,104,55,NA,23,26,1178,970,NA,0,200,1242,836,787,0,0,276,88,42,2635,1756,1119,235,1012,799,172,663,63,77,0,139,384,81,172,707,0,0,0,0,100,4.120443740095087,2.179080824088748,46.67194928684628,38.4310618066561,49.20760697305864,33.122028526148966,10.935023771790808,3.4865293185419968,6913.385826771653,4405.511811023622,925.1968503937007,3984.251968503937,3145.6692913385828,677.1653543307086,2610.236220472441,248.03149606299212,303.1496062992126,0,547.2440944881889,0,8,176,33140,1801320,La Porte
091,La Porte,SOUTH CENTRAL COMMUNITY SCH CORP,2005,849,7621,154,67,NA,44,43,3682,3220,NA,0,452,3785,2893,2893,0,94,388,363,47,7369,5785,3659,1255,3154,2295,796,2336,187,157,314,286,1392,295,451,1110,23,72,0,13,100,2.020732187376985,0.879149717884792,48.31386957092245,42.2516730087915,49.665398241700565,37.9608975200105,6.324629313738354,4.763154441674321,6803.2979976442875,4309.776207302709,1478.2096584216727,3714.9587750294463,2703.180212014134,937.5736160188457,2751.472320376914,220.25912838633687,184.92343934040048,369.84687868080096,336.866902237927,0,10,176,33140,1802190,La Porte
091,La Porte,DEWEY SCHOOL TOWNSHIP,2005,139,2069,28,0,NA,9,19,1015,869,NA,0,143,1026,561,555,0,0,353,96,16,2222,1826,1112,391,1142,818,289,634,50,49,4,169,362,50,18,373,5,0,0,0,100,1.3533107781536975,0,49.057515708071534,42.000966650555824,49.58917351377477,27.114548090865153,17.061382310294828,4.639922667955534,13136.690647482015,8000,2812.94964028777,8215.827338129497,5884.892086330935,2079.136690647482,4561.151079136691,359.71223021582733,352.51798561151077,28.776978417266186,1215.8273381294964,0,3,176,33140,1802730,La Porte
091,La Porte,LA PORTE COMMUNITY SCH CORP,2005,6316,61846,3728,634,NA,914,408,30093,25948,NA,0,4029,28025,18948,18948,0,835,4135,2103,2004,67627,56232,30994,17325,34921,21512,12206,18487,2373,1463,684,2505,11462,2824,2760,8293,342,0,0,0,100,6.027875691233063,1.0251269281764384,48.6579568605892,41.9558257607606,45.314167448177734,30.637389645247875,8.036089642014035,3.4003815929890373,8853.07156428119,4907.219759341356,2743.033565547815,5528.97403419886,3405.9531348955034,1932.5522482583913,2927.0107663077897,375.71247625079167,231.63394553514883,108.29639012032932,396.6117796073464,1772,116,176,33140,1805580,La Porte
091,La Porte,MICHIGAN CITY AREA SCHS,2005,6963,73916,6998,1658,NA,1605,2140,35280,30249,NA,0,4823,31638,26575,26575,0,863,537,1803,1860,72802,63011,37363,16184,36653,24291,10875,22463,2867,1488,1123,3597,13388,3895,4888,4752,151,11635,0,365,100,9.467503652795065,2.2430867471183507,47.72985551166189,40.923480707830514,42.80264083554305,35.95297364576005,1.8940418853834082,2.4392553709616323,8870.17090334626,5365.934223754129,2324.2855091196325,5263.966681028292,3488.5825075398534,1561.8267987936235,3226.051989085164,411.74780985207525,213.7009909521758,161.28105701565417,516.5876777251185,1595,208,176,33140,1806570,La Porte
091,La Porte,M S D OF NEW DURHAM TOWNSHIP,2005,810,7433,214,89,NA,96,29,4218,3610,NA,0,601,3001,2571,2571,0,83,21,197,129,7518,5741,3527,795,2997,2334,548,2409,156,137,267,308,1541,335,552,1202,23,169,192,23,100,2.8790528723261133,1.1973631104533835,56.746939324633395,48.56720032288443,40.37400780304049,34.588995022198304,1.3991658818781112,2.650343064711422,6972.83950617284,4354.320987654321,981.4814814814815,3700,2881.4814814814813,676.5432098765432,2974.074074074074,192.59259259259258,169.1358024691358,329.6296296296296,380.24691358024694,0,7,176,33140,1807470,La Porte
091,La Porte,PRAIRIE SCHOOL TOWNSHIP,2005,0,474,0,0,NA,0,0,384,384,NA,0,0,90,49,49,0,8,0,0,33,263,42,9,2,0,0,0,42,0,0,0,0,42,0,0,221,0,0,0,0,100,0,0,81.0126582278481,81.0126582278481,18.9873417721519,10.337552742616033,1.6877637130801688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,176,33140,1809330,La Porte
091,La Porte,NEW PRAIRIE UNITED SCHOOL CORPORATIO,2005,2644,23242,490,172,NA,192,126,10874,9467,NA,0,1344,11878,10455,10455,0,213,12,769,429,24188,18530,10240,5442,11240,7112,3779,6911,414,303,560,1029,4605,379,2451,3175,32,705,0,160,100,2.108252301867309,0.7400395835126065,46.78599087858188,40.73229498322003,51.10575681955081,44.98322003269942,0.9680750365717236,3.3086653472162464,7006.807866868381,3872.9198184568836,2058.245083207262,4251.134644478064,2689.8638426626326,1429.2738275340394,2613.8426626323753,156.58093797276854,114.59909228441755,211.8003025718608,389.1830559757943,0,63,000,43780,1807560,La Porte
093,Lawrence,MITCHELL COMMUNITY SCHOOLS,2005,2079,22941,626,256,NA,273,97,11736,10463,NA,0,1187,10579,9434,9434,0,358,0,581,206,18257,14736,9149,3501,9080,6493,2504,5083,338,319,264,1040,3122,573,1061,2204,256,1710,0,175,100,2.7287389390174797,1.1159060197898958,51.15731659474304,45.608299551022185,46.11394446623948,41.12288043241358,1.5605248245499324,2.532583583976287,7082.251082251082,4400.6734006734005,1683.982683982684,4367.484367484368,3123.136123136123,1204.4252044252044,2444.925444925445,162.5781625781626,153.43915343915344,126.98412698412699,500.24050024050024,0,86,000,13260,1806900,Lawrence
093,Lawrence,NORTH LAWRENCE COMMUNITY SCHOOLS,2005,5554,64079,4673,690,NA,664,3207,29281,25522,NA,0,3520,30125,23661,23661,0,905,1661,2067,1831,62119,54816,27757,18712,33686,19122,13153,18853,2599,710,397,3419,11728,2277,2853,4423,27,507,202,233,100,7.292560745329983,1.076795830147162,45.69515753991167,39.82896112610996,47.012281714758345,36.92473353204638,4.004432029213939,3.2257057694408466,9841.19553474973,4997.6593446164925,3369.103348937703,6065.1782499099745,3442.924018725243,2368.203096867123,3394.490457328052,467.95102628736043,127.83579402232625,71.48001440403313,615.5923658624415,112,239,000,13260,1807860,Lawrence
095,Madison,ALEXANDRIA COMMUNITY SCHOOL CORP,2005,1675,17018,1159,372,NA,203,389,10338,8807,NA,0,1480,5521,4807,4807,0,1,0,558,155,15184,12496,7176,3151,7826,5202,2300,4113,316,612,338,872,1975,557,1809,484,395,2185,1542,576,100,6.8104360089317195,2.185920789752027,60.747443882947465,51.75108708426372,32.44212010812081,28.24656246327418,0.005876131155247385,3.278881184628041,7454.328358208955,4284.179104477612,1881.1940298507463,4672.238805970149,3105.6716417910447,1373.134328358209,2455.5223880597014,188.65671641791045,365.3731343283582,201.7910447761194,520.5970149253732,195,51,294,11300,1800120,Madison
095,Madison,ANDERSON COMMUNITY SCH CORP,2005,10396,133727,9567,2688,NA,1974,1575,60908,52912,NA,0,7667,63252,44089,44089,0,1,561,16882,1719,117048,103876,49708,40497,66521,35477,29709,30740,3272,2695,1063,6320,17390,6615,10790,1224,1158,79880,81240,1360,100,7.154127438737128,2.0100652822541445,45.54652388822003,39.56717790722891,47.29934867304284,32.969407823401404,0.42025918475700497,12.624226969871454,9859.849942285495,4781.454405540592,3895.4405540592534,6398.711042708735,3412.5625240477107,2857.7337437475953,2956.906502500962,314.7364370911889,259.234320892651,102.2508657175837,607.9261254328588,3330,329,294,11300,1800150,Madison
095,Madison,ELWOOD COMMUNITY SCH CORP,2005,1941,23200,1885,680,NA,347,290,12448,11220,NA,5,1138,8867,7702,7702,0,8,0,631,526,21670,18121,9282,6235,11571,6684,4579,5567,511,346,491,1193,3026,983,948,1328,1273,15701,8,742,100,8.125,2.9310344827586206,53.6551724137931,48.36206896551724,38.2198275862069,33.19827586206897,0.034482758620689655,2.7198275862068964,9256.053580628542,4782.071097372488,3212.2617207624935,5961.360123647604,3443.5857805255023,2359.093250901597,2868.1092220504893,263.26635754765584,178.25862957238536,252.96239052035034,614.6316331787739,568,85,294,11300,1803300,Madison
095,Madison,WEST CENTRAL CMNTY SCHOOL CORP,2005,2317,24759,464,203,NA,165,96,11729,10438,NA,0,1223,12566,11340,11340,0,33,0,866,327,20341,15551,9723,3811,9311,6594,2647,5440,385,242,491,974,3348,800,1539,3044,207,1816,316,229,100,1.8740659962034008,0.8199038733389878,47.37267256351226,42.158407043903225,50.75326144028434,45.80152671755725,0.1332848661092936,3.4977180015347953,6633.577902460078,4196.374622356496,1644.7993094518774,4018.5584807941304,2845.9214501510573,1142.4255502805352,2347.863616745792,166.1631419939577,104.44540353905913,211.91195511437203,420.3711696158826,0,68,294,11300,1812880,Madison
095,Madison,SOUTH MADISON COMMUNITY SCH CORP,2005,3609,41554,375,0,NA,286,89,18281,16441,NA,0,1670,22898,15708,15708,0,2,0,1708,5480,36649,28257,13152,10635,17218,9207,7547,9336,709,544,781,1482,5820,1703,3337,3939,1116,14248,0,698,100,0.9024401982961929,0,43.99335804014054,39.56538480050055,55.10420176156327,37.80141502623093,0.0048130143909130285,4.110314289839726,7780.271543363812,3644.2227763923524,2946.7996674979217,4770.850651149903,2551.122194513716,2091.1609864228317,2586.8661679135494,196.45331116652812,150.73427542255473,216.4034358548074,410.6400665004156,0,170,294,11300,1810440,Madison
097,Marion,BEECH GROVE CITY SCHOOLS,2005,2379,22101,535,84,NA,361,90,12530,10894,NA,0,1573,9036,7868,7868,0,0,0,738,430,23524,20291,11267,6507,12126,7608,4437,7299,208,20,1089,1872,4110,866,1062,2079,92,1556,0,288,100,2.4207049454775804,0.3800732998506855,56.69426722772725,49.29188724492104,40.88502782679517,35.60019908601421,0,3.3392154201167368,8505.254308532996,4736.023539302228,2735.1828499369485,5097.099621689786,3197.982345523329,1865.0693568726356,3068.095838587642,87.43169398907104,8.406893652795292,457.75535939470365,786.8852459016393,0,63,294,26900,1800450,Marion
097,Marion,METRO SCH DIST OF DECATUR TWP,2005,5774,59471,2308,929,NA,976,403,34381,24893,NA,0,9334,22782,18005,18005,0,0,42,1680,3055,66434,51761,28867,10817,25241,18141,6971,24285,510,724,2760,4199,16092,2235,7174,7199,300,12731,0,815,100,3.8808831195036237,1.5621059003547948,57.81137024768375,41.85737586386642,38.30774663281263,30.275260210859074,0.07062265642077652,2.8249062568310603,8881.88430897125,4999.480429511604,1873.3979909941115,4371.492899203326,3141.8427433321785,1207.3086248701075,4205.923103567718,88.32698302736405,125.38967786629719,478.0048493245584,727.225493591964,0,154,294,26900,1802640,Marion
097,Marion,FRANKLIN TWP CMNTY SCH CORP,2005,7397,73796,1251,387,NA,696,168,36945,27650,NA,0,9033,35600,31113,31113,0,0,0,2799,1688,82750,58203,27474,11703,29996,20211,8671,25685,1992,2152,7219,2405,11917,2522,9223,13850,1474,7575,0,1570,100,1.695213832728061,0.524418667678465,50.0636890888395,37.468155455580245,48.24109707843243,42.160821724754726,0,3.792888503441921,7857.374611328917,3714.208462890361,1582.1278896850074,4055.1574962822765,2732.3239151007165,1172.231985940246,3472.3536568879276,269.2983642017034,290.9287549006354,975.9361903474381,325.1318101933216,0,262,294,26900,1803750,Marion
097,Marion,INDIANAPOLIS PUBLIC SCHOOLS,2005,38931,531719,66704,30846,NA,12237,14877,288360,242452,NA,0,44877,176655,160845,159334,0,237,0,2703,12870,561681,442136,266098,101224,238910,163753,63583,182939,20122,33733,4946,22382,101756,20287,64066,49846,5633,42688,0,6778,100,12.544972062311109,5.801184460213007,54.23165243295801,45.59776874627388,33.22337550473088,30.250000470173156,0.044572415129043724,0.5083512155856759,11189.206544912795,6835.118543063369,2600.0873340011817,6136.754771261976,4206.236675143202,1633.2228815083097,4699.057306516657,516.8631681693253,866.4817240759293,127.04528524825975,574.9145924841386,8744,1031,294,26900,1804770,Marion
097,Marion,LAWRENCE TOWNSHIP METROPOLITAN SCHOO,2005,16436,180677,8561,1777,NA,1827,2138,81055,63154,NA,0,17495,91061,78378,66712,0,0,1,8868,3814,181871,151787,89942,43617,100968,65516,32634,44969,3465,6733,2074,6091,26606,5850,16291,12700,1093,17664,0,3280,100,4.738289876409283,0.9835230826281154,44.86182524615751,34.954089341753516,50.39988487743321,43.380175672609134,5.5347387880029e-4,4.908206357200972,9197.493307374058,5472.2560233633485,2653.747870528109,6143.100511073254,3986.1280116816743,1985.5195911413969,2736.006327573619,210.81771720613287,409.64954976880017,126.18642005354101,370.58895108298856,2819,406,294,26900,1805670,Marion
097,Marion,METRO SCH DIST WASH TWP,2005,10180,110050,8218,38,NA,1727,3270,33467,26034,NA,0,7244,68365,57654,57654,0,1,2314,5148,3248,109717,93453,58887,22683,55654,38249,15327,32799,3849,3042,1257,6015,18636,5000,11375,3879,1010,13880,0,1335,100,7.467514766015448,0.03452975920036347,30.410722398909588,23.656519763743752,62.12176283507497,52.388914129940936,2.1035892776010905,4.677873693775557,9040.667976424362,5784.577603143419,2228.1925343811395,5466.994106090373,3757.269155206287,1505.599214145383,3221.9056974459727,378.0943025540275,298.8212180746562,123.47740667976424,590.8644400785855,3183,189,294,26900,1812720,Marion
097,Marion,METRO SCH DIST PERRY TWP,2005,13736,154382,10597,1793,NA,2504,840,72662,49098,NA,0,23221,71123,50175,50130,0,0,13144,4304,3500,176469,142404,74388,31173,68788,47467,20094,67492,5823,5356,1015,7612,47686,6124,18410,15545,110,0,0,0,100,6.864142192742677,1.1614048269876023,47.06636784081046,31.80293039343965,46.069489966446866,32.50055058232177,8.513945926338563,2.78788977989662,10349.737914967967,5415.550378567268,2269.4379732090856,5007.862550960978,3455.663948747816,1462.8712871287128,4913.511939429237,423.9225393127548,389.9242865463017,73.89341875364006,554.1642399534071,5460,343,294,26900,1808820,Marion
097,Marion,METRO SCH DIST PIKE TWP,2005,10577,123031,4775,732,NA,1450,1624,37248,29358,NA,0,7620,81008,63638,63638,0,1,5,5507,11857,124228,95001,53547,24370,53910,35893,16732,37581,4329,3067,2395,5338,22452,3510,12540,16432,255,0,0,0,100,3.881135648738936,0.5949719989270996,30.275296469995368,23.862278612707367,65.8435678812657,51.72517495590542,0.004876819663336883,4.476107647666035,8927.105984683747,5062.588635719013,2304.055970502033,5096.908386120828,3393.495320034036,1581.923040559705,3553.0868866408246,409.28429611421006,289.96880022690743,226.434716838423,504.6799659638839,969,270,294,26900,1808910,Marion
097,Marion,SPEEDWAY CITY SCHOOLS,2005,1654,14708,530,0,NA,261,269,5416,4301,NA,0,1075,8762,7873,7873,0,1,0,486,402,15646,12467,7922,2919,8043,5678,2113,3738,48,118,332,1291,1949,686,2921,258,0,0,0,0,100,3.603481098721784,0,36.82349741637204,29.242589067174325,59.57302148490617,53.528691868370956,0.006799020940984498,3.304324177318466,7530.834340991536,4789.600967351874,1764.8125755743652,4862.756952841596,3432.889963724305,1277.5090689238211,2259.975816203144,29.020556227327692,71.3422007255139,200.7255139056832,780.5320435308344,0,40,294,26900,1810920,Marion
097,Marion,METRO SCH DIST WARREN TWP,2005,12109,131784,7006,764,NA,2257,1187,64451,46327,NA,0,17879,60327,54126,54126,0,3,303,4462,1433,141408,117450,64063,37369,66315,40597,24391,45558,7093,3683,1871,6920,25991,5577,10077,13180,701,14000,0,30,100,5.316275116857889,0.5797365385782796,48.906544041765315,35.15373641716749,45.7771808413768,41.071753778910946,0.23219814241486067,3.3858435014872823,9555.454620530185,5290.527706664465,3086.051697084813,5476.505078866959,3352.6302750020645,2014.286894045751,3762.325542984557,585.7626558757948,304.1539350896028,154.51317202081097,571.4757618300438,2798,245,294,26900,1812360,Marion
097,Marion,METRO SCH DIST WAYNE TWP,2005,14492,164825,20215,2768,NA,3461,2842,78178,52858,NA,0,25008,66432,54467,54467,0,0,4826,3306,3833,186921,137328,87178,30719,89109,62381,22423,41812,4215,1998,2460,6470,26669,6407,34424,13441,1728,30429,0,4134,100,12.264522978917034,1.67935689367511,47.430911572880326,32.069164265129686,40.30456544820264,33.04535112998635,2.9279538904899134,2.005763688760807,9411.744410709356,6015.594810930168,2119.721225503726,6148.840739718466,4304.512834667403,1547.2674579078111,2885.1780292575213,290.85012420645876,137.86916919679823,169.74882693900082,446.4532155672095,11144,312,294,26900,1812810,Marion
097,Marion,CENTRAL INDIANA EDUCATION SERVICE CE,2005,0,6490,807,0,NA,0,807,180,0,NA,0,180,5503,0,0,0,6,667,3526,1304,4030,3390,1365,352,836,479,126,2386,0,1631,592,28,135,168,640,0,0,0,0,0,100,12.434514637904469,0,2.773497688751926,0,84.79198767334361,0,10.36979969183359,54.32973805855162,0,0,0,0,0,0,0,0,0,0,0,0,0,294,26900,1800140,Marion
099,Marshall,ARGOS COMMUNITY SCHOOLS,2005,735,7948,225,108,NA,63,54,4115,3689,NA,0,408,3608,3280,3280,0,73,0,188,67,6756,5348,3156,1510,3281,2166,1043,1876,75,118,318,392,973,191,421,954,33,300,0,75,100,2.8309008555611475,1.3588324106693508,51.77403120281832,46.414192249622545,45.39506794162053,41.268243583291394,0.9184700553598389,2.365374937091092,7276.190476190476,4293.877551020408,2054.421768707483,4463.9455782312925,2946.938775510204,1419.047619047619,2552.3809523809523,102.04081632653062,160.54421768707482,432.6530612244898,533.3333333333334,0,18,000,38500,1800180,Marshall
099,Marshall,BREMEN PUBLIC SCHOOLS,2005,1463,15809,543,133,NA,100,79,6513,5702,NA,0,787,8753,7337,7337,0,162,0,702,552,13051,10900,6281,2971,6587,4331,2075,3892,622,316,280,835,1839,421,755,1205,191,1955,0,105,100,3.4347523562527673,0.8412929344044532,41.198051742678224,36.06806249604656,55.36719590106901,46.410272629514836,1.024732747169334,4.440508571067114,7420.369104579631,4293.233082706767,2030.7587149692413,4502.392344497608,2960.3554340396445,1418.3185235816816,2660.287081339713,425.1537935748462,215.99453178400546,191.38755980861245,570.7450444292549,231,24,000,38500,1800900,Marshall
