fips_county,county_name.x,NAME,year,ENROLL,TOTALREV,TFEDREV,FEDRCOMP,FEDRHAND,FEDRNUTR,FEDROTHR,TSTREV,STRFORM,STRHAND,STRTRANS,STROTHR,TLOCREV,LOCRTAX,LOCRPROP,LOCRPAR,LOCRCICO,LOCROSCH,LOCRCHAR,LOCROTHR,TOTALEXP,TCURSPND,TSALWAGE,TEMPBENE,TCURINST,TCURISAL,TCURIBEN,TCURSSVC,TCURSPUP,TCURSSTA,TCURSGEN,TCURSSCH,TCURSOTH,TCURONON,TCAPOUT,TPAYOTH,TINTRST,DEBTOUT,LONGISSU,LONGRET,PCTTOTAL,PCTFTOT,PCTFCOMP,PCTSTOT,PCTSFORM,PCTLTOT,PCTLTAXP,PCTLOTHG,PCTLCHAR,PPCSTOT,PPSALWG,PPEMPBEN,PPITOTAL,PPISALWG,PPIEMBEN,PPSTOTAL,PPSPUPIL,PPSSTAFF,PPSGENAD,PPSSCHAD,FEDRSPEC,STRSPEC,CSA,CBSA,NCESID,county_name.y
135,Randolph,RANDOLPH CENTRAL SCH CORP,2001,1661,13472,726,222,189,189,126,7990,6668,62,63,1197,4756,4010,4010,0,152,0,371,223,13180,11858,7614,2935,7315,5092,2017,3957,488,308,240,843,2078,586,1120,173,29,447,0,140,100,5.4,1.6,59.3,49.5,35.3,29.8,1.1,2.8,7032,4584,1767,4404,3066,1214,2382,294,185,144,508,NA,NA,NA,NA,NA,Randolph
135,Randolph,RANDOLPH EASTERN SCHOOL CORP,2001,919,7720,250,82,0,111,57,4735,3993,43,20,679,2735,2151,2151,0,77,96,181,230,8128,6852,4305,1728,4316,2916,1215,2086,212,171,240,459,1004,450,1179,69,28,780,830,162,100,3.2,1.1,61.3,51.7,35.4,27.9,2.2,2.3,7288,4684,1880,4696,3173,1322,2270,231,186,261,499,NA,NA,NA,NA,NA,Randolph
135,Randolph,RANDOLPH SOUTHERN SCH CORP,2001,646,5336,384,178,78,61,67,3187,2647,15,29,496,1765,1419,1419,0,55,3,220,68,5302,4843,2999,1051,2929,2059,738,1663,147,123,214,256,923,251,299,160,0,686,0,67,100,7.2,3.3,59.7,49.6,33.1,26.6,1.1,4.1,7443,4642,1627,4534,3187,1142,2574,228,190,331,396,NA,NA,NA,NA,NA,Randolph
137,Ripley,BATESVILLE COMM SCH CORP,2001,1810,17046,164,38,0,82,44,7696,6369,39,44,1244,9186,6813,6813,0,523,317,774,759,14762,12882,7734,2765,7453,5247,1914,4855,455,728,289,931,2452,574,596,1249,35,1477,39,286,100,1,0.2,45.1,37.4,53.9,40,4.9,4.5,7036,4273,1528,4118,2899,1057,2682,251,402,160,514,NA,NA,NA,NA,NA,Ripley
137,Ripley,JAC-CEN-DEL COMMUNITY SCH CORP,2001,970,8316,353,183,0,101,69,4769,4033,16,97,623,3194,2206,2206,0,176,70,311,431,8009,6409,3994,1365,3601,2567,911,2402,170,148,221,412,1451,406,579,975,46,675,0,75,100,4.2,2.2,57.3,48.5,38.4,26.5,3,3.7,6486,4118,1407,3712,2646,939,2476,175,153,228,425,NA,NA,NA,NA,NA,Ripley
137,Ripley,MILAN CONS SCH CORP,2001,1190,10175,230,78,0,120,32,6594,5351,34,169,1040,3351,2277,2274,0,152,0,362,560,17108,8293,5031,1851,4952,3446,1318,2816,283,168,349,567,1449,525,8133,677,5,223,0,51,100,2.3,0.8,64.8,52.6,32.9,22.4,1.5,3.6,6866,4228,1555,4161,2896,1108,2366,238,141,293,476,NA,NA,NA,NA,NA,Ripley
137,Ripley,SOUTHEASTERN CAREER CENTER,2001,0,3540,442,0,0,0,442,599,87,0,0,512,2499,0,0,0,3,2087,191,218,3601,3390,1938,478,1580,1113,312,1404,175,3,521,0,705,406,100,111,0,0,0,0,100,12.5,0,16.9,2.5,70.6,0,59,5.4,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,Ripley
137,Ripley,SOUTH RIPLEY COMMUNITY SCH CORP,2001,1441,11507,458,241,0,145,72,6692,5620,25,148,899,4357,3208,3208,0,358,6,358,427,10943,9482,5492,2339,5773,3938,1719,3217,168,258,356,521,1914,492,310,1151,0,750,0,75,100,4,2.1,58.2,48.8,37.9,27.9,3.2,3.1,6524,3811,1623,4006,2733,1193,2232,117,179,247,362,NA,NA,NA,NA,NA,Ripley
139,Rush,RUSHVILLE CONS SCHOOLS,2001,2668,22871,657,286,0,269,102,12360,10401,44,87,1828,9854,8285,8285,0,301,0,927,341,22157,18066,12057,3533,10841,7978,2472,5772,402,446,269,1193,3462,1453,1562,2529,0,0,0,0,100,2.9,1.3,54,45.5,43.1,36.2,1.3,4.1,6627,4519,1324,4063,2990,927,2163,151,167,101,447,NA,NA,NA,NA,NA,Rush
141,St. Joseph,MISHAWAKA CITY SCHOOLS,2001,5237,46877,2899,715,1414,522,248,27287,23528,198,52,3509,16691,11119,11119,0,3,0,1432,4137,48260,38073,21055,12028,24087,14913,8645,12251,1161,1364,592,2983,6151,1735,2707,7365,115,1344,500,664,100,6.2,1.5,58.2,50.2,35.6,23.7,0,3.1,7240,4020,2297,4599,2848,1651,2339,222,260,113,570,NA,NA,NA,NA,NA,St. Joseph
141,St. Joseph,PENN-HARRIS-MADISON SCHOOL CORP,2001,9838,103636,558,172,0,193,193,44380,37930,255,458,5737,58698,35703,35703,0,504,0,4349,18142,94377,71748,36832,24789,41369,23605,16455,26201,2579,3925,793,3975,14929,4178,4771,16435,1423,25136,8667,497,100,0.5,0.2,42.8,36.6,56.6,34.5,0.5,4.2,7132,3744,2520,4205,2399,1673,2663,262,399,81,404,NA,NA,NA,NA,NA,St. Joseph
141,St. Joseph,SOUTH BEND COMMUNITY SCHOOL CORP,2001,21536,221125,14424,3973,3664,4277,2510,107117,87367,1350,499,17901,99584,67653,67653,0,1,2,4033,27895,240205,199851,106754,68524,122797,72239,48089,65706,10153,8042,1433,8218,37860,11348,27660,6086,6608,15592,11421,5285,100,6.5,1.8,48.4,39.5,45,30.6,0,1.8,9105,4957,3182,5702,3354,2233,3051,471,373,67,382,NA,NA,NA,NA,NA,St. Joseph
141,St. Joseph,JOHN GLENN SCHOOL CORPORATION,2001,1739,14084,348,125,0,164,59,8486,7268,36,52,1130,5250,4239,4234,0,55,0,761,195,14759,11137,7178,2414,6999,5048,1722,3638,341,411,338,683,1865,500,1308,2304,10,92,0,71,100,2.5,0.9,60.3,51.6,37.3,30.1,0.4,5.4,6396,4128,1388,4025,2903,990,2092,196,236,194,393,NA,NA,NA,NA,NA,St. Joseph
141,St. Joseph,UNION-NORTH UNITED SCHOOL CORP,2001,1299,10338,201,56,0,87,58,6308,5302,32,139,835,3829,3225,3225,0,69,0,340,195,10328,8412,5323,1692,4966,3650,1203,2990,175,186,252,742,1635,456,507,1385,24,134,0,102,100,1.9,0.5,61,51.3,37,31.2,0.7,3.3,6371,4098,1303,3823,2810,926,2302,135,143,194,571,NA,NA,NA,NA,NA,St. Joseph
143,Scott,SCOTT CO SCHOOL DIST 1,2001,1410,15825,1191,473,0,233,485,7630,6428,35,59,1108,7004,2733,2733,0,1,0,295,3975,13888,9506,6019,1921,5672,4196,1384,3225,363,606,341,460,1455,609,3561,793,28,10940,10523,443,100,7.5,3,48.2,40.6,44.3,17.3,0,1.9,6652,4269,1362,4023,2976,982,2287,257,430,242,326,NA,NA,NA,NA,NA,Scott
143,Scott,SCOTT CO SCHOOL DIST 2,2001,2692,22895,1030,503,0,304,223,12566,10471,32,223,1840,9299,7075,7075,0,1,19,735,1469,20746,17652,10173,4264,10921,7268,3102,5867,339,407,624,1111,3386,864,1738,1262,94,2331,1130,696,100,4.5,2.2,54.9,45.7,40.6,30.9,0.1,3.2,6526,3779,1584,4057,2700,1152,2179,126,151,232,413,NA,NA,NA,NA,NA,Scott
145,Shelby,SHELBY CO. SOUTHWESTERN CONS SCH,2001,770,5864,186,93,0,41,52,3220,2667,8,44,501,2458,1941,1941,0,120,3,279,115,5869,4952,2884,925,2810,1984,660,1861,115,123,202,298,1123,281,299,598,20,465,20,55,100,3.2,1.6,54.9,45.5,41.9,33.1,2.1,4.8,6358,3745,1201,3649,2577,857,2417,149,160,262,387,NA,NA,NA,NA,NA,Shelby
145,Shelby,NORTHWESTRN CONS SCHOOL DIST,2001,1546,11615,198,92,0,76,30,6859,5744,44,143,928,4558,3800,3767,0,217,0,427,114,11318,9413,5941,2259,5660,3984,1570,3165,184,368,227,534,1852,588,655,1168,82,1397,153,181,100,1.7,0.8,59.1,49.5,39.2,32.7,1.9,3.7,5999,3843,1461,3661,2577,1016,2047,119,238,147,345,NA,NA,NA,NA,NA,Shelby
145,Shelby,BLUE RIVER SPEC ED COOP,2001,0,4847,964,0,0,0,964,1018,0,248,0,770,2865,0,0,0,0,2832,2,31,4960,4875,3863,739,3848,3195,611,1027,882,15,26,0,104,0,78,7,0,0,0,0,100,19.9,0,21,0,59.1,0,58.4,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,Shelby
145,Shelby,BLUE RIVER CAREER PROGRAMS,2001,0,247,159,0,0,0,159,37,0,0,0,37,51,0,0,0,0,6,26,19,243,232,133,31,66,24,6,138,96,42,0,0,0,28,11,0,0,0,0,0,100,64.4,0,15,0,20.6,0,2.4,10.5,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,Shelby
145,Shelby,SHELBY EASTERN SCHOOLS,2001,1715,13978,266,115,0,52,99,7477,6348,20,64,1045,6235,4825,4825,0,287,0,524,599,20823,11324,6659,2656,6617,4618,1880,4192,434,359,349,589,2461,515,7542,1953,4,26953,0,1157,100,1.9,0.8,53.5,45.4,44.6,34.5,2.1,3.7,6559,3883,1549,3858,2693,1096,2444,253,209,203,343,NA,NA,NA,NA,NA,Shelby
145,Shelby,SHELBYVILLE CENTRAL SCHOOL DIST,2001,3828,31169,928,233,0,321,374,15612,13279,156,76,2101,14629,11415,11415,0,737,0,1113,1364,31405,21755,13485,4926,13342,9305,3546,6888,501,311,501,1325,4250,1525,3597,4504,1549,30353,0,890,100,3,0.7,50.1,42.6,46.9,36.6,2.4,3.6,5596,3523,1287,3485,2431,926,1799,131,81,131,346,NA,NA,NA,NA,NA,Shelby
147,Spencer,NORTH SPENCER CO SCHOOL DIST,2001,2379,18281,483,124,0,158,201,9934,8353,35,101,1445,7864,6507,6507,0,26,48,678,605,18103,15200,8974,3817,9681,6498,2877,4516,448,468,279,852,2469,1003,1702,1146,55,1045,0,75,100,2.6,0.7,54.3,45.7,43,35.6,0.4,3.7,6287,3772,1604,4069,2731,1209,1898,188,197,117,358,NA,NA,NA,NA,NA,Spencer
147,Spencer,SOUTH SPENCER CO SCHOOL DIST,2001,1477,14812,358,154,0,124,80,4367,3276,33,63,995,10087,8254,8254,0,4,0,522,1307,13286,10709,6431,3128,6710,4435,2203,3321,258,225,285,752,1801,678,954,1427,196,0,0,0,100,2.4,1,29.5,22.1,68.1,55.7,0,3.5,7212,4354,2118,4543,3003,1492,2248,175,152,193,509,NA,NA,NA,NA,NA,Spencer
149,Starke,OREGON-DAVIS SCHOOL CORP,2001,742,6817,195,56,0,99,40,3944,3336,19,82,507,2678,1827,1827,0,83,0,207,561,6622,5388,3032,1535,3217,2070,1081,1836,48,123,290,365,1010,335,707,525,2,38,0,38,100,2.9,0.8,57.9,48.9,39.3,26.8,1.2,3,7144,4086,2069,4336,2790,1457,2474,65,166,391,492,NA,NA,NA,NA,NA,Starke
149,Starke,KNOX COMM SCHOOL CORP,2001,2081,18687,813,380,0,317,116,10482,8898,46,152,1386,7392,5001,5001,0,462,149,540,1240,18790,15392,8486,4523,9018,5471,3068,5268,493,352,442,1222,2759,1106,587,2808,3,20593,0,38,100,4.4,2,56.1,47.6,39.6,26.8,3.3,2.9,7222,4078,2173,4333,2629,1474,2531,237,169,212,587,NA,NA,NA,NA,NA,Starke
149,Starke,NORTH JUDSON-SAN PIERRE SCH CORP,2001,1583,12239,374,233,0,0,141,8335,7134,35,197,969,3530,2883,2883,0,142,30,21,454,12187,9782,6180,2258,6089,4297,1636,3363,173,369,297,498,2026,330,720,1665,20,0,0,0,100,3.1,1.9,68.1,58.3,28.8,23.6,1.4,0.2,6085,3904,1426,3846,2714,1033,2124,109,233,188,315,NA,NA,NA,NA,NA,Starke
151,Steuben,METRO SCHOOL DIST OF STEUBEN CO,2001,3009,25425,649,321,0,212,116,11880,9989,30,17,1844,12896,10329,10329,0,655,14,938,960,23926,19729,11572,5267,11095,7425,3487,7445,707,663,743,1199,4133,1189,640,3460,97,553,0,195,100,2.6,1.3,46.7,39.3,50.7,40.6,2.6,3.7,6454,3846,1750,3687,2468,1159,2474,235,220,247,398,NA,NA,NA,NA,NA,Steuben
151,Steuben,FREMONT COMM SCHS,2001,1263,12862,933,52,0,0,881,4544,3444,9,13,1078,7385,6233,6233,0,395,8,402,347,12503,10026,6094,2684,6086,3992,1881,3248,292,221,312,508,1915,692,734,1675,68,0,0,39,100,7.3,0.4,35.3,26.8,57.4,48.5,3.1,3.1,7656,4825,2125,4819,3161,1489,2572,231,175,247,402,NA,NA,NA,NA,NA,Steuben
151,Steuben,HAMILTON COMM SCH DIST,2001,730,5923,90,30,0,50,10,3021,2560,6,18,437,2812,2351,2351,0,146,2,232,81,6433,4877,2705,1375,2753,1742,923,1816,47,132,233,386,1018,308,379,1177,0,0,0,0,100,1.5,0.5,51,43.2,47.5,39.7,2.5,3.9,6563,3705,1884,3771,2386,1264,2488,64,181,319,529,NA,NA,NA,NA,NA,Steuben
153,Sullivan,NORTHEAST SULLIVAN CO SCHOOL DT,2001,1564,13240,568,268,0,207,93,7597,6339,115,59,1084,5075,4353,4353,0,1,115,400,206,13526,11008,6699,2628,7015,4878,1982,3380,227,183,207,693,2070,613,1227,1244,47,263,0,75,100,4.3,2,57.4,47.9,38.3,32.9,0.9,3,6926,4283,1680,4485,3119,1267,2161,145,117,132,443,NA,NA,NA,NA,NA,Sullivan
153,Sullivan,SOUTHWEST SCHOOL CORP SULLIVAN CO,2001,1995,19855,738,178,0,170,390,8811,7368,94,68,1281,10306,8177,8177,0,1,136,677,1315,20077,15572,8060,4929,9998,6076,3780,4887,146,132,206,914,3489,687,1535,2950,20,25,0,49,100,3.7,0.9,44.4,37.1,51.9,41.2,0.7,3.4,7762,4040,2471,5012,3046,1895,2450,73,66,103,458,NA,NA,NA,NA,NA,Sullivan
155,Switzerland,SWITZERLAND CO SCHOOL CORP,2001,1639,18022,870,230,0,191,449,8220,6944,34,200,1042,8932,3292,3292,0,1,0,346,5293,11977,10495,5933,2358,5779,4068,1646,4218,212,1035,217,577,2177,498,382,781,319,5949,0,208,100,4.8,1.3,45.6,38.5,49.6,18.3,0,1.9,6381,3620,1439,3526,2482,1004,2574,129,631,132,352,NA,NA,NA,NA,NA,Switzerland
157,Tippecanoe,LAFAYETTE CONS SCH CORP,2001,7405,74049,4994,923,2192,856,1023,33331,26801,268,119,6143,35724,29346,29346,0,30,60,1615,4673,69466,53063,34089,11950,31727,22574,8271,18173,2725,3305,315,3187,8641,3163,7710,8402,291,0,0,0,100,6.7,1.2,45,36.2,48.2,39.6,0.1,2.2,6991,4604,1614,4285,3048,1117,2454,368,446,43,430,NA,NA,NA,NA,NA,Tippecanoe
157,Tippecanoe,WEST LAFAYETTE CMNTY SCH CORP,2001,1876,21383,283,80,0,46,157,7124,5685,17,22,1400,13976,12396,12396,0,3,119,590,868,19422,14232,9039,3114,8670,6285,2227,5039,424,505,315,821,2974,523,1569,3483,138,38,38,0,100,1.3,0.4,33.3,26.6,65.4,58,0.6,2.8,7486,4818,1660,4622,3350,1187,2686,226,269,168,438,NA,NA,NA,NA,NA,Tippecanoe
157,Tippecanoe,TIPPECANOE SCH CORP,2001,9711,85222,1361,519,0,536,306,36087,28957,199,170,6761,47774,42431,42431,0,93,105,2855,2290,84352,64560,39574,15175,39106,27499,10865,22241,1968,2156,914,3890,13313,3213,8647,10653,492,2660,1880,2500,100,1.6,0.6,42.3,34,56.1,49.8,0.2,3.4,6559,4075,1563,4027,2832,1119,2290,203,222,94,401,NA,NA,NA,NA,NA,Tippecanoe
159,Tipton,NORTHERN COMM SCHOOL DIST,2001,1044,8089,140,112,0,0,28,4698,3943,32,83,640,3251,2611,2611,0,129,0,409,102,7855,6706,4119,1450,3687,2635,965,2642,205,147,252,690,1348,377,200,926,23,225,0,80,100,1.7,1.4,58.1,48.7,40.2,32.3,1.6,5.1,6310,3945,1389,3532,2524,924,2531,196,141,241,661,NA,NA,NA,NA,NA,Tipton
159,Tipton,TIPTON COMM SCHOOL CORP,2001,1856,15616,382,201,0,110,71,7775,6448,47,75,1205,7459,6138,6138,0,317,2,719,283,15707,12589,7928,2671,7204,5214,1829,4831,420,413,417,760,2821,554,1567,1536,15,488,0,137,100,2.4,1.3,49.8,41.3,47.8,39.3,2,4.6,6672,4272,1439,3881,2809,985,2603,226,223,225,409,NA,NA,NA,NA,NA,Tipton
161,Union,UNION COUNTY SCH CORP,2001,1609,12490,334,130,0,149,55,6812,5739,18,55,1000,5344,3776,3776,0,148,289,1007,124,13607,10205,6166,2351,5973,4179,1642,3615,283,163,409,754,2006,617,1226,2176,0,0,0,0,100,2.7,1,54.5,45.9,42.8,30.2,3.5,8.1,6279,3832,1461,3712,2597,1021,2247,176,101,254,469,NA,NA,NA,NA,NA,Union
163,Vanderburgh,EVANSVILLE-VANDERBURGH SCH CORP,2001,22875,205492,15756,4635,3999,3728,3394,105898,85867,952,607,18472,83838,71345,71345,0,1,189,8154,4149,201543,178621,110839,48184,110858,75613,33626,57690,9034,4700,1161,9068,33727,10073,20843,1077,1002,3038,2489,915,100,7.7,2.3,51.5,41.8,40.8,34.7,0.1,4,7704,4845,2106,4846,3305,1470,2522,395,205,51,396,NA,NA,NA,NA,NA,Vanderburgh
165,Vermillion,NORTH VERMILLIONORTH COMM SCHOOL COR,2001,847,8080,278,121,89,0,68,3590,2783,8,6,793,4212,3867,3867,0,1,0,240,104,8229,6827,3968,1392,4104,2906,1057,2310,286,61,165,359,1439,413,414,939,49,0,0,0,100,3.4,1.5,44.4,34.4,52.1,47.9,0,3,7923,4685,1643,4845,3431,1248,2727,338,72,195,424,NA,NA,NA,NA,NA,Vermillion
165,Vermillion,SOUTH VERMILLION COMM SCHOOL CORP,2001,1948,17207,814,172,0,436,206,8752,7236,39,32,1445,7641,6889,6889,0,17,0,524,211,19411,13690,8418,3163,8331,5872,2266,4415,529,280,276,884,2446,944,4227,885,609,528,0,236,100,4.7,1,50.9,42.1,44.4,40,0.1,3,6944,4321,1624,4277,3014,1163,2266,272,144,142,454,NA,NA,NA,NA,NA,Vermillion
167,Vigo,COVERED BRIDGE SPEC ED DIST,2001,0,5162,2797,0,2797,0,0,88,0,0,0,88,2277,0,0,0,0,2244,12,21,5190,5139,3589,890,1989,1537,381,3150,2851,17,2,0,280,0,37,14,0,0,0,0,100,54.2,0,1.7,0,44.1,0,43.5,0.2,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,Vigo
167,Vigo,VIGO CO SCHOOL CORP,2001,16545,133680,6744,2542,0,2235,1967,75075,62958,658,325,11134,51861,45089,45089,0,2,22,3830,2918,128187,109336,67732,26389,67052,45622,18548,36541,5853,3792,938,5073,20885,5743,10214,8187,450,2475,0,1025,100,5,1.9,56.2,47.1,38.8,33.7,0,2.9,6537,4094,1595,4053,2757,1121,2209,354,229,57,307,NA,NA,NA,NA,NA,Vigo
169,Wabash,METRO SCH DIST WABASH CO,2001,2644,22276,1584,208,78,170,1128,11924,9826,35,109,1954,8768,6384,6384,0,297,672,880,535,22661,18919,12333,4630,12366,8766,3352,5690,674,617,193,1360,2846,863,1140,2556,46,766,0,172,100,7.1,0.9,53.5,44.1,39.4,28.7,4.3,4,7118,4665,1751,4677,3315,1268,2152,255,233,73,514,NA,NA,NA,NA,NA,Wabash
169,Wabash,MANCHESTER COMM SCH,2001,1661,14649,328,0,0,149,179,7869,6644,28,81,1116,6452,5291,5291,0,229,116,432,384,14458,11278,7025,2531,6607,4668,1739,3912,286,445,250,797,2134,759,932,1867,381,8322,0,427,100,2.2,0,53.7,45.4,44,36.1,2.4,2.9,6694,4229,1524,3978,2810,1047,2355,172,268,151,480,NA,NA,NA,NA,NA,Wabash
169,Wabash,WABASH CITY SCHOOLS,2001,1706,13978,389,179,0,158,52,8644,7468,53,18,1105,4945,3777,3777,0,173,10,510,475,13399,11454,7257,2906,7270,4983,2078,3555,290,380,315,846,1724,629,663,1091,191,4000,0,200,100,2.8,1.3,61.8,53.4,35.4,27,1.3,3.6,6610,4254,1703,4261,2921,1218,2084,170,223,185,496,NA,NA,NA,NA,NA,Wabash
169,Wabash,HEARTLAND CAREER CENTER,2001,0,428,214,0,0,0,214,153,5,0,0,148,61,0,0,0,0,49,12,0,556,355,219,37,152,112,20,168,1,142,8,11,6,35,201,0,0,0,0,0,100,50,0,35.7,1.2,14.3,0,11.4,2.8,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,Wabash
171,Warren,M S D OF WARREN CO,2001,1369,15798,404,95,172,91,46,5940,4920,17,51,952,9454,3509,3509,0,139,0,396,5410,10822,9220,5834,2013,5345,3822,1363,3383,349,304,211,526,1993,492,897,705,0,0,0,0,100,2.6,0.6,37.6,31.1,59.8,22.2,0.9,2.5,6638,4262,1470,3904,2792,996,2471,255,222,154,384,NA,NA,NA,NA,NA,Warren
173,Warrick,WARRICK COUNTY SCHOOL CORPORATN,2001,8981,71130,1410,558,0,593,259,35142,29386,401,125,5230,34578,30613,30613,0,0,20,2574,1371,71817,55621,33784,13630,34658,24054,10097,17673,1356,976,680,2712,11949,3290,6965,8978,253,0,0,0,100,2,0.8,49.4,41.3,48.6,43,0,3.6,6119,3762,1518,3859,2678,1124,1968,151,109,76,302,NA,NA,NA,NA,NA,Warrick
175,Washington,SALEM COMM SCH DIST,2001,1978,16334,556,276,0,157,123,9106,7601,45,112,1348,6672,5112,5112,0,194,0,626,740,16994,12368,8048,2638,7461,5471,1824,4364,329,530,425,812,2268,543,3146,1478,2,19,0,38,100,3.4,1.7,55.7,46.5,40.8,31.3,1.2,3.8,6253,4069,1334,3772,2766,922,2206,166,268,215,411,NA,NA,NA,NA,NA,Washington
175,Washington,SOUTH CENTRAL AREA SPECIAL ED COOP,2001,0,3795,1261,0,1139,0,122,69,0,0,0,69,2465,0,0,0,0,2383,32,50,3821,3777,2679,583,3120,2331,507,657,581,0,41,0,35,0,44,0,0,0,0,0,100,33.2,0,1.8,0,65,0,62.8,0.8,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,Washington
175,Washington,EAST WASHINGTON SCHOOL CORPORATN,2001,1696,13620,498,231,0,178,89,9076,7765,28,228,1055,4046,2396,2396,0,91,34,398,1127,12649,11058,6351,3358,7117,4528,2415,3437,349,321,339,825,1603,504,310,903,378,2703,0,113,100,3.7,1.7,66.6,57,29.7,17.6,0.9,2.9,6512,3745,1980,4196,2670,1424,2027,206,189,200,486,NA,NA,NA,NA,NA,Washington
175,Washington,WEST WASHINGTON SCH CORP,2001,1098,8638,379,177,0,146,56,5966,5031,16,168,751,2293,1850,1850,0,76,0,221,146,8666,7433,4441,1782,4634,3176,1312,2396,218,191,219,277,1491,403,779,454,0,70,0,7,100,4.4,2,69.1,58.2,26.5,21.4,0.9,2.6,6677,4045,1623,4220,2893,1195,2182,199,174,199,252,NA,NA,NA,NA,NA,Washington
177,Wayne,CENTERVILLE-ABINGTON CMNTY SCHOOLS,2001,1680,13981,328,128,0,75,125,8714,7059,22,97,1536,4939,3518,3518,0,133,0,613,675,17732,11890,7282,2851,7077,4859,1995,4083,233,209,375,839,2427,730,4734,946,162,10899,4107,343,100,2.3,0.9,62.3,50.5,35.3,25.2,1,4.4,6940,4335,1697,4213,2892,1188,2430,139,124,223,499,NA,NA,NA,NA,NA,Wayne
177,Wayne,RICHMOND CMTY SCHOOL CORP,2001,6178,59592,5122,1821,1287,1009,1005,32879,26321,203,102,6253,21591,18699,18699,0,769,0,1004,1119,58501,49775,30089,12773,30240,20072,8780,16928,2914,2365,372,3214,8063,2607,7476,984,266,1115,320,925,100,8.6,3.1,55.2,44.2,36.2,31.4,1.3,1.7,7905,4870,2067,4895,3249,1421,2740,472,383,60,520,NA,NA,NA,NA,NA,Wayne
177,Wayne,NETTLE CREEK CONS SCHOOL CORP,2001,1317,16545,204,94,0,87,23,6066,5146,68,117,735,10275,3198,3198,0,97,0,478,6502,14183,7751,4737,1816,4533,3118,1238,2691,258,197,226,484,1526,527,5277,1086,69,7398,0,211,100,1.2,0.6,36.7,31.1,62.1,19.3,0.6,2.9,5799,3597,1379,3442,2368,940,2043,196,150,172,368,NA,NA,NA,NA,NA,Wayne
177,Wayne,NORTHEASTERN WAYNE CO SCHOOL DIST,2001,1155,8758,138,55,0,61,22,5970,5060,7,147,756,2650,1995,1995,0,92,0,384,179,9753,7433,4735,1677,4706,3335,1203,2358,180,138,260,514,1266,369,1142,1087,91,3996,4241,245,100,1.6,0.6,68.2,57.8,30.3,22.8,1.1,4.4,6421,4100,1452,4074,2887,1042,2042,156,119,225,445,NA,NA,NA,NA,NA,Wayne
177,Wayne,WESTERN WAYNE SCHOOLS,2001,1189,9498,372,186,0,113,73,6012,5075,45,88,804,3114,2561,2561,0,91,0,336,126,10862,7595,4838,1673,4541,3239,1166,2563,191,273,358,498,1243,491,2190,761,316,7331,0,190,100,3.9,2,63.3,53.4,32.8,27,1,3.5,6276,4069,1407,3819,2724,981,2156,161,230,301,419,NA,NA,NA,NA,NA,Wayne
179,Wells,BLUFFTON-HARRISON METRO SCH DIST,2001,1584,12600,282,201,0,63,18,7113,6108,14,19,972,5205,4755,4755,0,119,18,219,94,11312,9541,6606,2277,5803,4268,1418,3371,195,236,579,807,1554,367,580,980,211,4018,0,197,100,2.2,1.6,56.5,48.5,41.3,37.7,1.1,1.7,5951,4170,1438,3664,2694,895,2128,123,149,366,509,NA,NA,NA,NA,NA,Wells
179,Wells,ADAMS-WELLS SPEC EDUC,2001,0,2836,578,0,578,0,0,221,0,153,0,68,2037,0,0,0,0,2018,8,11,2618,2604,1894,473,2059,1508,376,545,511,4,0,0,30,0,14,0,0,0,0,0,100,20.4,0,7.8,0,71.8,0,71.2,0.3,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,Wells
179,Wells,NORTHERN WELLS CO COMM SCHOOL DIST,2001,2714,21149,381,0,0,151,230,12039,10118,41,230,1650,8729,6949,6949,0,329,55,1196,200,20359,16706,10456,3681,9255,6586,2416,6343,611,482,435,958,3857,1108,1233,2339,81,758,0,126,100,1.8,0,56.9,47.8,41.3,32.9,1.8,5.7,6046,3853,1356,3410,2427,890,2337,225,178,160,353,NA,NA,NA,NA,NA,Wells
179,Wells,SOUTHERN WELLS CO COMM SCHOOL DIST,2001,869,7118,177,39,0,44,94,4150,3492,18,81,559,2791,2133,2133,0,119,78,293,168,6701,5935,3715,1317,3520,2485,918,2063,111,113,195,354,1290,352,304,297,165,4180,0,222,100,2.5,0.5,58.3,49.1,39.2,30,2.8,4.1,6704,4275,1516,4051,2860,1056,2374,128,130,224,407,NA,NA,NA,NA,NA,Wells
181,White,FRONTIER CONSOL SCHOOL CORP,2001,878,5940,72,27,0,37,8,2992,2416,15,7,554,2876,2463,2463,0,85,5,254,69,5997,5289,3375,1210,3170,2302,827,1804,190,104,248,393,869,315,153,555,0,0,0,0,100,1.2,0.5,50.4,40.7,48.4,41.5,1.5,4.3,5915,3844,1378,3610,2622,942,2055,216,118,282,448,NA,NA,NA,NA,NA,White
